Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,St. Lucia,LCA,0.138824611902237,..,..,..,..,..,..,..,..,..,0.187399998307228,..,..,..,..,..,..,..,..,..,..,..,..,..,0.284799993038177,..,..,..,..,..,0.349999994,0.3932999969,..,0.5440000296,..,0.56,..,0.473,..,5.17,..,0.884,0.473,0.503,0.453,0.516,..,0.19,0.164,0.108,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,St. Vincent and the Grenadines,VCT,0.100000001490116,..,..,..,..,..,..,..,..,..,0.181799992918968,..,..,..,..,..,..,..,..,..,..,..,..,..,0.266299992799759,..,..,..,..,..,0.4600000083,0.1345999986,..,..,..,0.46,..,0.871,..,..,0.754,0.525,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.135817314173278,..,..,..,..,..,..,..,..,..,0.172458717678147,..,..,..,..,..,..,..,..,..,..,0.202402725939115,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.134917683245876,..,..,..,..,..,..,..,..,..,0.172458717678147,..,..,..,..,..,..,..,..,..,..,0.202306532718978,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.135817314173278,..,..,..,..,..,..,..,..,..,0.172458717678147,..,..,..,..,..,..,..,..,..,..,0.202402725939115,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sudan,SDN,0.0295177027583122,..,..,..,..,0.0411902889609337,..,..,..,..,0.0683000013232231,..,..,..,..,0.0684999972581863,..,..,..,..,0.109899997711182,0.10080000013113,..,..,0.0961999967694283,..,0.0899000018835068,..,..,..,..,..,..,..,0.1048000008,..,0.09,..,..,..,0.158,..,..,..,0.22,..,0.3,0.3,0.28,..,0.28,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Suriname,SUR,0.510344803333282,..,..,..,..,..,..,..,..,..,0.465099990367889,..,..,..,..,..,..,..,..,..,..,..,..,..,0.790899991989136,..,..,..,..,..,0.75,..,..,0.7620000243,..,0.75,0.252,..,..,..,0.449,..,..,..,0.911,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Swaziland,SWZ,0.10429447889328,..,..,..,..,..,..,..,..,..,0.124099999666214,..,..,..,..,..,..,..,..,..,..,..,..,0.0531999990344048,..,..,..,..,..,..,0.1077999994,..,..,..,..,..,0.151,..,..,..,0.002,0.169,..,0.149,0.158,..,..,..,..,0.17,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sweden,SWE,1,1,1,1,1.1,1.1,1.1,1.2,1.2,1.3,1.3,1.4,1.5,1.5,1.6,1.7,1.8,1.9,2,2,2.2,2.3,2.3,2.4,2.6,2.6,2.8,2.8,2.8,2.8,2.9,..,2.7,2.7,2.8,2.9,2.9,2.9,3,3,3.1,3.2,3.284,..,3.28,..,3.583,3.265,3.77,3.868,3.77,3.926,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Switzerland,CHE,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.8,1.9,2,2.1,2.2,2.4,2.5,2.6,2.6,2.6,2.6,2.7,2.8,2.9,3,2.9,3,3,3,3.1,3.1,3.2,3.2,3.3,3.3,3.4,3.5,3.5,3.615,..,..,..,3.97,..,..,..,4.082,3.938,4.049,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Syrian Arab Republic,SYR,0.215961411595345,..,..,..,..,0.18516431748867,..,..,..,..,0.259400010108948,..,..,..,..,0.256399989128113,..,..,..,..,0.445800006389618,0.462999999523163,..,..,..,..,0.806599974632263,0.783399999141693,..,0.862999975681305,0.834800005,..,..,..,..,..,..,1.281,1.325,1.324,1.353,1.399,1.443,1.375,1.421,1.483,0.53,1.48,1.5,1.428,1.455,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.52740001678467,2.55590009689331,2.58229994773865,2.69709992408752,2.67820000648499,2.5508999825,2.615,2.2657001019,2.1767001152,2.2541000843,2.136,2.086,2.023,2.106,2.151,2.217,2.184,2.117,2.032,2.064,2.04,2.013,2.004,2.052,..,2.101,1.899,..,1.918,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Tanzania,TZA,0.054875060915947,0.0395393632352352,..,..,..,0.0453272201120853,..,..,..,..,0.043699998408556,..,..,..,..,0.0443000011146069,..,..,..,..,..,..,..,..,0.0388999991118908,0.0353999994695187,..,0.0388000011444092,..,..,..,..,..,..,0.0419000015,0.041,..,..,..,..,..,..,0.023,..,..,..,0.008,..,..,..,0.008,..,0.031,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Thailand,THA,0.128902703523636,..,..,..,..,0.139682129025459,..,..,..,..,0.120700001716614,..,..,..,..,0.119099996984005,..,..,..,..,0.146999999880791,0.145500004291534,..,0.159500002861023,0.159999996423721,0.169100001454353,0.182199999690056,0.181400001049042,0.209700003266335,0.232800006866455,0.2252999991,0.232,0.2337000072,0.241,0.238,0.245,0.269,0.28,0.301,0.301,0.368,0.308,0.305,0.277,0.298,0.293,0.292,0.3,0.32,0.342,0.393,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Timor-Leste,TMP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.004,..,..,0.096,..,..,0.033,0.034,0.039,0.068,0.073,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Togo,TGO,0.0209973752498627,..,..,..,..,0.0427611470222473,..,..,..,..,0.0348000004887581,..,..,..,..,0.0348999984562397,..,..,..,..,0.0551999993622303,0.0485999993979931,..,..,0.117399998009205,..,0.0852999985218048,..,..,..,..,0.0878000036,..,..,0.056400001,0.076,..,..,..,..,..,0.057,..,..,0.045,..,..,0.045,0.053,..,0.053,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Tonga,TON,0.375,..,..,..,..,..,..,..,..,..,0.255800008773804,..,..,..,..,..,..,..,..,..,0.361699998378754,0.602199971675873,0.599500000476837,..,..,..,..,..,..,0.49210000038147,..,0.5083000064,..,..,..,..,..,0.44,..,..,0.499,0.343,0.291,..,..,..,..,0.563,0.553,0.602,0.563,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Trinidad and Tobago,TTO,0.417556345462799,..,..,..,..,0.26227679848671,..,..,..,..,0.444900006055832,..,..,..,..,0.453599989414215,..,..,..,..,0.726400017738342,0.672999978065491,..,..,1.04330003261566,..,..,..,..,..,0.7200000286,0.7315999866,..,0.6577000022,0.7879999876,0.938,0.755,0.745,0.927,0.912,0.989,0.954,0.812,0.797,..,..,1.216,1.175,..,..,1.175,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Tunisia,TUN,0.0997393950819969,..,..,..,..,0.125054001808167,..,..,..,..,0.168500006198883,..,..,..,..,0.16949999332428,..,..,..,..,0.270700007677078,0.274599999189377,..,..,..,..,0.460900008678436,..,..,..,0.539,0.538,0.598,0.606,0.606,0.666,0.681,0.703,0.733,0.76,0.782,0.807,0.819,0.833,1.341,0.933,..,1.023,1.16,1.19,1.222,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Turkey,TUR,0.3,0.3,0.4,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.9,0.879,0.907,0.953,1.002,1.062,1.1,1.106,1.13,1.168,1.219,1.248,1.296,1.308,1.324,1.343,1.378,1.408,1.442,1.486,1.538,1.581,1.711,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.83879995346069,..,..,..,..,3.30430006980896,3.44000005722046,3.52740001678467,3.55019998550415,3.59980010986328,3.613699913,3.6728000641,3.5887000561,3.5697999001,3.53489995,3.17,3.222,3.171,..,..,..,..,4.179,..,..,..,2.49,2.438,..,..,2.389,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.545,0.909,..,..,..,..,0.909,1.091,1.091,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Uganda,UGA,0.0737579986453056,..,..,..,..,0.0902199596166611,..,..,..,..,0.108499996364117,..,..,..,..,0.107500001788139,..,..,..,..,..,0.0467000007629395,0.0458000004291534,..,0.0441000014543533,..,..,..,..,0.044599998742342,..,..,..,0.0399999991,..,..,..,..,..,..,..,..,0.047,..,0.083,0.117,..,..,..,..,0.117,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.51460003852844,3.63089990615845,3.74070000648499,3.82010006904602,3.90919995307922,4.0019998550415,4.06020021438599,4.14300012588501,4.2003002166748,4.2746000289917,4.2895002365,4.3452000618,4.2971000671,4.3418002129,4.3141999245,4.407,2.992,2.97,2.99,2.986,2.978,2.974,..,2.951,..,..,3.1254,..,..,..,3.246,3.517,3.531,3.543,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,0.909099996089935,..,..,..,..,..,..,..,..,..,1.06809997558594,..,..,..,0.953199982643127,..,..,..,..,..,0.8274999857,..,0.8399999738,..,..,..,..,1.81,..,..,..,2.023,1.69,..,..,1.545,..,1.93,2.737,2.428,2.533,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,United Kingdom,GBR,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1,1,1.1,1.1,1.1,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.7,1.8,2.3,1.9,1.9,1.9,2,2.3,2.2,..,..,..,..,..,..,2.743,2.765,2.79,2.809,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,United States,USA,1.1,..,..,..,..,1.2,..,..,..,..,1.2,..,..,..,..,1.3,1.3,1.3,1.4,1.4,1.5,1.5,1.6,1.6,..,1.7,1.7,1.8,1.8,1.8,1.8,1.9,1.9,1.9,..,2.395,2,2.1,2.1,2.2,2.564,2.2,2.3,..,2.672,2.409,2.402,2.41,2.416,2.422,2.41,2.452,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.35976154568885,..,..,..,..,..,..,..,..,..,1.54496644079606,..,..,..,..,..,..,..,..,..,..,1.98883969897978,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Uruguay,URY,1.06382977962494,..,..,..,..,1.13627922534943,..,..,..,..,1.09329998493195,..,..,..,..,1.11129999160767,..,..,..,..,..,1.99660003185272,..,..,1.92569994926453,1.94749999046326,..,..,..,..,3.6800000668,..,3.2260000706,..,..,3.56,3.703,..,..,3.745,..,..,3.652,..,..,..,..,4.181,3.736,..,3.736,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.66910004615784,..,..,..,..,2.69440007209778,3.25460004806519,3.31920003890991,3.36350011825562,3.38560009002686,3.3875000477,3.4249999523,3.3210000992,3.3378000259,3.2950000763,3.239,3.171,3.115,3.085,2.975,2.946,2.885,..,2.745,..,2.65,..,2.617,..,2.561,2.538,2.613,2.565,2.534,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Vanuatu,VUT,0.276923090219498,..,..,..,..,..,..,..,..,..,0.30120000243187,..,..,..,..,..,..,..,..,..,0.191200003027916,0.18860000371933,..,..,..,..,0.203799992799759,..,..,0.125400006771088,..,0.0989999995,..,..,..,..,..,0.11,..,..,..,..,..,..,0.138,..,..,0.119,0.116,..,0.116,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Venezuela, RB",VEN,0.665655076503754,..,..,..,..,0.815152823925018,..,..,..,..,0.883400022983551,..,..,..,0.90420001745224,0.90420001745224,0.903999984264374,..,..,..,0.829599976539612,0.995700001716614,0.833299994468689,..,1.43579995632172,1.19620001316071,1.39919996261597,1.40110003948212,1.59969997406006,1.69539999961853,1.5643999577,..,..,..,..,1.94,..,2.029,..,..,..,1.939,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.240899994969368,0.246999993920326,..,..,..,..,1.05599999427795,..,..,0.390899986028671,0.4038999975,0.4065999985,0.4372000098,..,..,..,..,0.569,0.48,0.515,..,0.534,0.56,..,..,1.2,1.191,1.199,1.224,1.109,1.11,1.159,1.275,1.19,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.6499999762,..,..,..,..,1.645,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,West Bank and Gaza,WBG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,0.837,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.2636743901505,..,..,..,..,..,..,..,..,..,1.30811297308812,..,..,..,..,..,..,..,..,..,..,1.53879601464582,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Yemen, Rep.",YEM,0.0234419666230679,..,..,..,..,0.0316618159413338,..,..,..,..,0.0286999996751547,..,..,..,..,..,..,..,..,..,..,0.14470000565052,..,..,..,0.171299993991852,..,..,..,..,0.0070000002,..,..,..,..,0.247,0.23,0.234,0.2,..,..,0.219,..,..,0.325,..,..,..,0.3,0.3,0.197,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Zambia,ZMB,0.106972299516201,..,..,..,..,0.0877144411206245,..,..,..,..,0.0732999965548515,..,..,..,..,0.0741999968886375,..,..,..,..,0.0755999982357025,0.126399993896484,..,0.139500007033348,..,0.140900000929832,..,..,..,..,0.0916000009,..,..,..,..,0.069,..,..,..,..,..,..,..,..,0.137,0.055,0.055,..,0.065,0.064,0.066,0.172,0.173,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Zimbabwe,ZWE,0.202096208930016,..,..,..,..,0.124799996614456,..,..,..,..,0.161500006914139,..,..,..,..,0.157800003886223,..,..,..,..,0.160899996757507,0.13850000500679,..,..,..,0.162499994039536,..,0.134800001978874,..,..,0.126,..,..,..,..,0.139,..,..,..,..,..,..,0.057,..,0.161,..,..,0.051,0.056,0.062,0.068,0.083,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.5,35.6,39.2,43.3,45.4,45.6,45,44,43.8,45.2,46.7,46.7,43.6,39.3,35.2,32.3,29.9,27.7,26,24.7,24.3,24.4,25.1,26,26.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.7,7.4,7.1,7.2,7.7,8.4,8.9,9.2,9.1,8.7,8.4,8,7.6,7.2,7,6.8,6.4,6.1,5.6,5.1,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Andorra,ADO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.5,64.5,64.6,64.4,62.2,59.5,56.8,54.8,53.1,51.1,48.9,45.8,41.8,37.7,34.2,31.3,28.6,25.8,23.1,20.7,18.9,17.5,16.5,15.3,14.2
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.36034736827751,8.68843416696981,8.95184512337419,9.5689824188871,9.88362171429168,10.1468493996498,10.3405744667354,10.4607600084125,10.3842076695265,10.1877787300465,10.0025129942029,9.95092511754452,9.96665753170865,9.99570800896297,9.97126443937991,9.96095349160166,9.83469506333787,9.71262994448941,9.51965077702101,9.33832776734857,9.18111909854366,9.06738293033763,9.01947959933879,9.00088764665677,8.99033648135503
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.3,27.3,27.3,27.3,22.7,19.6,17,17.4,19,21.4,23,22.3,19.2,14.7,10.9,8.2,6.7,6.1,6.1,6.5,6.8,6.8,6.7,6.3,5.8
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.6,23.6,23.6,23.6,25.4,27.4,27.9,28.5,26.5,22.5,17.1,12.8,9.4,6.7,5,5,5,5,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.8,33.2,34.7,36.3,36.9,36.1,34.1,30.8,26.9,23.1,20.6,19.1,18.3,17.5,17.1,16.8,16.9,17,17.2,17.2,17.3,17.3,17.2,16.9,16.4
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,5,5,5,5,5,5,5,5.2,5.4,6,6.3,6.9,6.7,6.3,5.3,5,5,5,5,5,5,5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.7,8.5,7.3,6.6,6.5,6.7,7,7.2,7,6.5,5.8,5.3,5,5,5,5,5.1,5.4,5.7,5.7,5.7,5.9,6.2,6.3,6.2
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.1,27.7,28.5,28.2,27.5,26.3,25.4,25,24.6,23.9,22.4,20.6,18.6,17.2,15.9,15,14,13,12.5,12.1,11.9,10.8,9.4,8.1,7.5
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,35.9,36.5,35.7,35.3,33.7,34.1,35,36,34.6,32.8,31,30.8,31,31.1,29.9,28.7,28,28,27,24.5,21.1,18.3,16.6,15.9
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.1,26.7,28.6,30.4,30.1,29.6,30,32.1,34.5,35.6,36,35.5,35.1,34,32.8,32.2,32.4,32.5,31.8,30.4,28.7,27,25.8,24.8,24.1
